Team: Real Madrid, Points: 144, Position: 1, Strength: 8.4706 - UEFA (August 2017: 1) 
Team: Viktoria Plzeň, Points: 5, Position: 86, Strength: 0.2914
Team: Real Betis, Points: 5, Position: 87, Strength: 0.2914
Team: Levski Sofia, Points: 5, Position: 88, Strength: 0.2914
Team: Slovan Liberec, Points: 5, Position: 89, Strength: 0.2914
Team: Rayo Vallecano, Points: 4, Position: 90, Strength: 0.2331
Team: Borussia Mönchengladbach, Points: 4, Position: 92, Strength: 0.2331
Team: Austria Wien, Points: 4, Position: 93, Strength: 0.2331
Team: Anzhi Makhachkala, Points: 4, Position: 94, Strength: 0.2331
Team: Getafe, Points: 4, Position: 96, Strength: 0.2331
Team: Lens, Points: 4, Position: 97, Strength: 0.2331
Team: Saint-Étienne, Points: 4, Position: 98, Strength: 0.2331
Team: Rapid Bucureşti, Points: 4, Position: 99, Strength: 0.2331
Team: Bolton Wanderers, Points: 3, Position: 101, Strength: 0.1748
Team: AaB, Points: 3, Position: 102, Strength: 0.1748
Team: Krasnodar, Points: 3, Position: 103, Strength: 0.1748
Team: Wisła Kraków, Points: 3, Position: 104, Strength: 0.1748

# based on europa league position 113-128

Team: Legia Warsaw, Points: 3, Position: 105, Strength: 0.1748
Team: Mallorca, Points: 3, Position: 106, Strength: 0.1748
Team: Trabzonspor, Points: 3, Position: 107, Strength: 0.1748
Team: Maccabi Haifa, Points: 3, Position: 108, Strength: 0.1748
Team: Ludogorets Razgrad, Points: 3, Position: 109, Strength: 0.1748
Team: Gent, Points: 2, Position: 110, Strength: 0.1166
Team: Roda JC, Points: 2, Position: 111, Strength: 0.1166
Team: Heerenveen, Points: 2, Position: 112, Strength: 0.1166
Team: Brøndby, Points: 2, Position: 113, Strength: 0.1166
Team: Dynamo Moscow, Points: 2, Position: 114, Strength: 0.1166
Team: Rostov, Points: 2, Position: 115, Strength: 0.1166
Team: Servette, Points: 2, Position: 116, Strength: 0.1166
Team: Young Boys, Points: 2, Position: 117, Strength: 0.1166
Team: Lech Poznań, Points: 2, Position: 119, Strength: 0.1166
Team: Zaragoza, Points: 2, Position: 120, Strength: 0.1166
Team: Levante, Points: 2, Position: 121, Strength: 0.1166
